algorithm,episode,exec_time_s,reward_total,total_profit_cost,user_satisfaction,energy_charged_kwh,energy_discharged_kwh,transformer_overload_kwh,battery_degradation,battery_deg_calendar,battery_deg_cyclic,total_ev_served,seed,phase
TRPO_Phase1,0,5.491,11.922230929136276,19.869305521623076,0.4039285714285714,0.0,110.46382655977112,0.0,0.00019785904406815816,6.770775425052503e-05,0.00013015128981763314,4.0,42,Phase1_HP_only
TRPO_Phase1,1,5.241,4.299153990694322,9.479170060701062,0.46083333333333326,1.7239586661959194,77.75195474145735,0.0,0.00013271719750846946,4.6603168637451586e-05,8.611402887101786e-05,4.0,42,Phase1_HP_only
TRPO_Phase1,2,4.818,3.8177382051944733,39.01348812550128,0.21428571428571427,0.0,122.95445032052541,0.0,0.0002238720580602113,3.229330729407741e-05,0.0001915787507661339,3.0,42,Phase1_HP_only
TRPO_Phase1,3,4.735,49.47486913204193,108.13445137177276,0.21428571428571427,0.0,217.23487933489713,0.0,0.0004190656884977711,6.3957772483606e-05,0.0003551079160141651,5.0,42,Phase1_HP_only
TRPO_Phase1,4,5.515,66.16566149517894,148.28907700925794,0.21428571428571425,0.0,268.97673325455276,0.0,0.0004979946455490187,6.591540032584124e-05,0.0004320792452231774,7.0,42,Phase1_HP_only
TRPO_Phase1,5,5.249,29.02005124092102,87.67963382094233,0.21428571428571427,0.0,225.05668218743898,0.0,0.0004227834004591807,5.485533749041265e-05,0.000367928062968768,5.0,42,Phase1_HP_only
TRPO_Phase1,6,4.697,41.242642283439636,88.17030855546894,0.21428571428571427,0.0,163.18436166435836,0.0,0.0003025160672774727,3.7543469258294755e-05,0.00026497259801917794,4.0,42,Phase1_HP_only
TRPO_Phase1,7,5.841,12.551710458472371,15.699555450944043,0.5513333333333333,23.667462767757087,83.21675517262113,0.0,0.00016020992170018611,5.341958245240557e-05,0.00010679033924778056,3.0,42,Phase1_HP_only
TRPO_Phase1,8,5.314,4.021291088312864,14.442240885664818,0.44954761904761903,2.16425983788638,130.93899498152066,0.0,0.00022848532429883207,7.278356296550959e-05,0.00015570176133332248,6.0,42,Phase1_HP_only
TRPO_Phase1,9,6.236,9.55015243589878,17.345561769385505,0.4442571428571428,0.052044662665828856,119.01400530469292,0.0,0.00020475665179431373,6.373705678181713e-05,0.00014101959501249664,5.0,42,Phase1_HP_only
TRPO_Phase1,10,5.372,2.9973880499601364,4.470967324191528,0.5085,0.0,41.18633915833511,0.0,7.201849083868561e-05,2.738179293639331e-05,4.46366979022923e-05,2.0,42,Phase1_HP_only
TRPO_Phase1,11,4.613,1.6716892393305898,6.259846846235679,0.5382571428571429,12.06848662213321,76.90227989729635,0.0,0.0001667881787715465,7.689990566644354e-05,8.988827310510298e-05,5.0,42,Phase1_HP_only
TRPO_Phase1,12,5.473,13.528787061572075,77.03373473389294,0.2527551020408163,6.682113451536127,268.83384240765776,0.0,0.0004890861801936218,7.47191910527422e-05,0.0004143669891408795,7.0,42,Phase1_HP_only
TRPO_Phase1,13,5.059,-0.2829379541799426,9.156381386952665,0.47028571428571425,4.5349247064091305,93.16471277565748,0.0,0.00017949751061924397,5.986129162779512e-05,0.00011963621899144887,4.0,42,Phase1_HP_only
TRPO_Phase1,14,6.538,16.958262383937836,21.14109832343579,0.4954571428571429,0.0,131.53166119865134,0.0,0.00021506242202395042,5.0911855512085166e-05,0.00016415056651186523,5.0,42,Phase1_HP_only
TRPO_Phase1,15,5.132,4.794281207025051,16.866609733720683,0.45197619047619053,2.5796749035737103,145.1415899010821,0.0,0.00027072659366173506,9.10942306208836e-05,0.00017963236304085144,6.0,42,Phase1_HP_only
