algorithm,episode,exec_time_s,reward_total,total_profit_cost,user_satisfaction,energy_charged_kwh,energy_discharged_kwh,transformer_overload_kwh,battery_degradation,battery_deg_calendar,battery_deg_cyclic,total_ev_served,seed,phase
DDPG_Phase1,0,4.724,-9.745710175484419,13.842790117663158,0.4898571428571428,142.03163072782485,227.8642029202602,0.0,0.0007113705876140711,5.559428550299543e-05,0.0006557763021110757,4.0,42,Phase1_HP_only
DDPG_Phase1,1,4.879,-16.418823290616274,12.62313429101793,0.305952380952381,74.07627645896463,185.18787096823806,0.0,0.0004997186964300748,4.842735987294853e-05,0.00045129133655712623,4.0,42,Phase1_HP_only
DDPG_Phase1,2,4.999,8.308499366044998,32.883231996366945,0.29285714285714287,72.96147316262557,179.20999999999998,0.0,0.0004948943979938826,3.3248057680877365e-05,0.0004616463403130052,3.0,42,Phase1_HP_only
DDPG_Phase1,3,5.16,24.359214514493942,71.33469219999999,0.3243428571428571,44.0,222.39,0.0,0.0005233133541560261,5.822073465880792e-05,0.00046509261949721824,5.0,42,Phase1_HP_only
DDPG_Phase1,4,5.007,17.163744300603867,64.12833241681915,0.5165102040816327,137.3020397694393,257.9841030463889,0.0,0.0007553862650895543,9.858367973062059e-05,0.0006568025853589338,7.0,42,Phase1_HP_only
DDPG_Phase1,5,4.968,14.276583048980683,27.46561508695396,0.5903428571428572,149.76417010427147,242.90593030030482,0.0,0.0007578562926688941,7.144426328721447e-05,0.0006864120293816796,5.0,42,Phase1_HP_only
DDPG_Phase1,6,4.575,14.644544731359929,38.16072649975641,0.5482857142857143,96.26401916194993,165.77993526054982,0.0,0.0005099502090873029,5.6574001952690875e-05,0.000453376207134612,4.0,42,Phase1_HP_only
DDPG_Phase1,7,4.629,-8.7629946321249,3.0037290010064077,0.6748571428571428,120.87804345344082,154.12196089705233,0.0,0.0005305776387385817,4.238706964236284e-05,0.00048819056909621893,3.0,42,Phase1_HP_only
DDPG_Phase1,8,5.011,-22.569960911758244,6.753765416940727,0.5416904761904763,151.42740781876947,240.87754713017074,0.0,0.0006971349166362346,8.013259094843947e-05,0.0006170023256877949,6.0,42,Phase1_HP_only
DDPG_Phase1,9,5.256,-10.499155920464545,15.637948752267366,0.4813714285714285,107.81345863929006,213.30345284952682,0.0,0.0005760453454185827,6.191057962470794e-05,0.0005141347657938748,5.0,42,Phase1_HP_only
DDPG_Phase1,10,4.784,-7.713125430047512,4.039022217662568,0.5324285714285714,55.358762676824064,92.99300891114214,0.0,0.0002830137503939927,2.7946731044461118e-05,0.00025506701934953157,2.0,42,Phase1_HP_only
DDPG_Phase1,11,5.206,-20.927596505731344,5.208445744204601,0.48260000000000003,193.88760004709764,277.68538278441304,0.0,0.0008775630163094202,6.894003112503693e-05,0.0008086229851843832,5.0,42,Phase1_HP_only
DDPG_Phase1,12,4.701,-6.3643085998483,57.88130469879149,0.3371428571428572,86.0304474597728,306.10126357035364,0.0,0.000794954342900359,8.667287291634926e-05,0.0007082814699840098,7.0,42,Phase1_HP_only
DDPG_Phase1,13,4.903,-12.761029073502868,-1.0154927076232205,0.8035714285714286,60.34133486792292,55.07,0.0,0.00024200459540388102,7.940297225922225e-05,0.00016260162314465877,4.0,42,Phase1_HP_only
