trial,value,best_so_far,n_trials_budget
0,1.8965489473193884,1.8965489473193884,30
1,-7.978617099346593,1.8965489473193884,30
2,-21.209874481894076,1.8965489473193884,30
3,1.4617070618260186,1.8965489473193884,30
4,-3.576071647228673,1.8965489473193884,30
5,-4.536963703110814,1.8965489473193884,30
6,2.1158434874669183,2.1158434874669183,30
7,-11.012162956641987,2.1158434874669183,30
8,-4.782507166266441,2.1158434874669183,30
9,4.2170036737807095,4.2170036737807095,30
10,-5.043435082887299,4.2170036737807095,30
11,-7.155800408025243,4.2170036737807095,30
12,1.4436697505880147,4.2170036737807095,30
13,-18.641179630899387,4.2170036737807095,30
14,-24.451754946785513,4.2170036737807095,30
15,-9.795748450764222,4.2170036737807095,30
16,-2.8448777471203357,4.2170036737807095,30
17,-4.197227160359034,4.2170036737807095,30
18,-10.605428692186251,4.2170036737807095,30
19,-16.127192553540226,4.2170036737807095,30
20,17.16274685008102,17.16274685008102,30
21,-1.0931597228336614,17.16274685008102,30
22,10.359334541532007,17.16274685008102,30
23,-5.731469450125587,17.16274685008102,30
24,13.615590252127731,17.16274685008102,30
25,9.385881145790336,17.16274685008102,30
26,12.11933160366425,17.16274685008102,30
27,10.916114793973975,17.16274685008102,30
28,18.622270140353066,18.622270140353066,30
29,-3.1507990891404916,18.622270140353066,30
0,1.8965489473193884,1.8965489473193884,60
1,-7.978617099346593,1.8965489473193884,60
2,-21.209874481894076,1.8965489473193884,60
3,1.4617070618260186,1.8965489473193884,60
4,-3.576071647228673,1.8965489473193884,60
5,-4.536963703110814,1.8965489473193884,60
6,2.1158434874669183,2.1158434874669183,60
7,-11.012162956641987,2.1158434874669183,60
8,-4.782507166266441,2.1158434874669183,60
9,4.2170036737807095,4.2170036737807095,60
10,-5.043435082887299,4.2170036737807095,60
11,-7.155800408025243,4.2170036737807095,60
12,1.4436697505880147,4.2170036737807095,60
13,-18.641179630899387,4.2170036737807095,60
14,-24.451754946785513,4.2170036737807095,60
15,-9.795748450764222,4.2170036737807095,60
16,-2.8448777471203357,4.2170036737807095,60
17,-4.197227160359034,4.2170036737807095,60
18,-10.605428692186251,4.2170036737807095,60
19,-16.127192553540226,4.2170036737807095,60
20,17.16274685008102,17.16274685008102,60
