episode,exec_time_s,reward_total,total_profit_cost,user_satisfaction,energy_charged_kwh,energy_discharged_kwh,transformer_overload_kwh,battery_degradation,battery_deg_calendar,battery_deg_cyclic,total_ev_served,seed,phase
0,5.175,11.012778460979462,13.991778752919917,0.5154642857142857,0.4834777342215435,79.746113333634,0.0,0.00015872040845967578,7.283462845130621e-05,8.588578000836956e-05,4.0,42,Proxy_M2
1,5.296,4.321803506463766,6.424506768146578,0.5485238095238095,0.0,54.94885460870943,0.0,0.00010407009966956684,5.1440619428441633e-05,5.2629480241125194e-05,4.0,42,Proxy_M2
2,5.142,19.995634257793427,29.855141148671905,0.37714285714285706,0.0,88.88712925003367,0.0,0.00015596892116795182,4.0560251401249195e-05,0.00011540866976670263,3.0,42,Proxy_M2
3,5.062,61.730499625205994,104.03956524938303,0.30479999999999996,0.0,185.8251090347897,0.0,0.00036548714359773327,7.799998255856867e-05,0.00028748716103916454,5.0,42,Proxy_M2
4,5.265,71.21931397914886,109.58821740164242,0.3633877551020408,5.759886463147691,202.26184202301815,0.0,0.0003626908256907218,8.572473456612343e-05,0.00027696609112459834,7.0,42,Proxy_M2
5,4.882,52.19709748029709,62.221264344125984,0.44239999999999996,0.0,145.4500335088939,0.0,0.0002627387335368701,7.343881185507e-05,0.00018929992168180014,5.0,42,Proxy_M2
6,5.423,52.34752680361271,77.26435854648247,0.30075,0.0,139.1660531863373,0.0,0.00025754458299325763,4.657965193528491e-05,0.00021096493105797275,4.0,42,Proxy_M2
7,4.976,4.71725432947278,5.697493090108196,0.6065714285714287,0.0,47.95414062742327,0.0,0.00010571363086670382,5.5498974288536895e-05,5.021465657816692e-05,3.0,42,Proxy_M2
8,5.125,6.559267025440931,8.578823741490686,0.5826428571428571,0.0,72.89123820634774,0.0,0.00015360763631281634,8.612507864244358e-05,6.748255767037277e-05,6.0,42,Proxy_M2
9,5.045,7.364746882813051,9.32154463285163,0.6059142857142857,0.0767644917914545,62.49932134031536,0.0,0.00013291412412888876,7.5282938519854e-05,5.7631185609034724e-05,5.0,42,Proxy_M2
10,5.291,2.760205678641796,3.4881906657231494,0.5724285714285715,0.0,32.2699633034739,0.0,6.210908442368619e-05,3.0035303436673272e-05,3.207378098701292e-05,2.0,42,Proxy_M2
11,5.114,2.0113951973617077,4.77703568121859,0.5799428571428571,0.30029604081305616,50.55110832625975,0.0,0.0001263916335310928,8.251296133700646e-05,4.3878672194086345e-05,5.0,42,Proxy_M2
12,5.267,39.20537345483899,50.08228217221651,0.43620408163265306,0.0,172.47978101711664,0.0,0.00030227267949575607,9.888370445734124e-05,0.00020338897503841485,7.0,42,Proxy_M2
