algorithm,episode,exec_time_s,reward_total,total_profit_cost,user_satisfaction,energy_charged_kwh,energy_discharged_kwh,transformer_overload_kwh,battery_degradation,battery_deg_calendar,battery_deg_cyclic,total_ev_served,seed,agent
Oracle_MIQP,21,87.235,-6.224679061866974,-6.2065190899619855,1.0,268.96738863903187,221.11410492487545,0.0,0.0009229048261154334,7.430844865319452e-05,0.0008485963774622391,4.0,123,Oracle_MIQP
Oracle_MIQP,22,82.176,-5.452301281585976,-5.434141309680985,1.0,269.17983673579647,189.75046145517328,0.0,0.000957165096461772,6.563282336598273e-05,0.0008915322730957893,4.0,123,Oracle_MIQP
Oracle_MIQP,23,83.814,-22.181013273602943,-22.15377331574546,1.0,448.2362928228545,356.6634588895765,0.0,0.0012885486938879638,0.00013195275797850132,0.0011565959359094626,6.0,123,Oracle_MIQP
Oracle_MIQP,24,81.136,-5.132910217127663,-5.119290238198919,1.0,95.36629249979069,44.63719404889658,0.0,0.0002478670959564944,4.577484895445057e-05,0.0002020922470020438,3.0,123,Oracle_MIQP
Oracle_MIQP,25,86.092,-8.138540367360074,-8.115840402478831,1.0,275.1352630759277,211.74684160378794,0.0,0.000783334971275327,7.264205589298444e-05,0.0007106929153823424,5.0,123,Oracle_MIQP
Oracle_MIQP,26,79.893,-9.519169283110184,-9.487389332276447,1.0,492.1479192569259,418.90388713158285,0.0,0.0013259264066609298,0.00016123312307555828,0.0011646932835853714,7.0,123,Oracle_MIQP
Oracle_MIQP,27,87.419,1.430982927603537,1.4582228854610282,1.0,385.55666374337426,312.6780702005842,0.0,0.0013036542977277914,0.00012271764410243724,0.0011809366536253542,6.0,123,Oracle_MIQP
Oracle_MIQP,28,84.384,-14.909484798282866,-14.886784833401624,1.0,272.9994059216689,197.33429441353624,0.0,0.0008008391175327322,8.909732148518745e-05,0.0007117417960475448,5.0,123,Oracle_MIQP
Oracle_MIQP,29,86.648,-12.00389999016304,-11.972120039329301,1.0,470.146380571793,384.2777804735569,0.0,0.00149519239611468,0.00010409946644354454,0.0013910929296711355,7.0,123,Oracle_MIQP
Oracle_MIQP,30,73.413,3.150222250506417,3.177462208363906,1.0,507.87967436946604,442.71656503904654,0.0,0.0014982152558130099,0.0001279074042118239,0.0013703078516011861,6.0,123,Oracle_MIQP
Oracle_MIQP,31,72.562,-11.882845307393637,-11.873765321441144,1.0,126.32990977504544,96.91320327699157,0.0,0.0004466070724360251,2.7228233700694007e-05,0.00041937883873533106,2.0,123,Oracle_MIQP
Oracle_MIQP,32,74.734,-12.807640333752198,-12.775860382918463,1.0,419.02975080726833,304.21396745259545,0.0,0.001473521100136348,0.00013815855934363498,0.001335362540792713,7.0,123,Oracle_MIQP
Oracle_MIQP,33,69.794,-33.33396530205496,-33.30218535122121,1.0,402.5988441312945,281.3745635349208,0.0,0.0012383276552574488,0.00011229233095831749,0.0011260353242991314,7.0,123,Oracle_MIQP
Oracle_MIQP,34,74.834,-4.890263828971406,-4.872103857066412,1.0,229.9298711072077,151.11408906496047,0.0,0.0007336141580948494,7.149727642083823e-05,0.0006621168816740112,4.0,123,Oracle_MIQP
Oracle_MIQP,35,68.606,-6.3048652340387195,-6.277625276181227,1.0,311.34044749111905,231.80753719548943,0.0,0.0009503712305182821,9.623950750088105e-05,0.000854131723017401,6.0,123,Oracle_MIQP
Oracle_MIQP,36,70.508,2.8528136128339225,2.870973584738917,1.0,253.4764462305003,216.2380909170334,0.0,0.0006591181841076396,7.167711799799767e-05,0.000587441066109642,4.0,123,Oracle_MIQP
Oracle_MIQP,37,75.381,-4.717122369898135,-4.698962397993144,1.0,306.3346169999269,253.47064305591488,0.0,0.0008499577508698359,8.684680928757616e-05,0.0007631109415822598,4.0,123,Oracle_MIQP
Oracle_MIQP,38,72.458,-2.4784762784181567,-2.460316306513163,1.0,263.14387195461046,219.24016451515052,0.0,0.0007843662454317336,9.794584260681787e-05,0.0006864204028249157,4.0,123,Oracle_MIQP
Oracle_MIQP,39,83.38,-13.650652205741057,-13.632492233836063,1.0,323.950243145877,247.4998066608117,0.0,0.001027601410166297,8.860489173603619e-05,0.0009389965184302608,4.0,123,Oracle_MIQP
Oracle_MIQP,40,83.549,-3.116677789725378,-3.0985178178203836,1.0,142.43660554138881,93.77555859806439,0.0,0.00034421810113731475,5.328555790951463e-05,0.00029093254322780013,4.0,999,Oracle_MIQP
Oracle_MIQP,41,69.01,-11.605890371686383,-11.574110420852643,1.0,621.8099915672813,529.779747793865,0.0,0.0020410896463153205,0.00013470001429359178,0.001906389632021728,7.0,999,Oracle_MIQP
Oracle_MIQP,42,88.346,-6.563886795695594,-6.5502668167668485,1.0,101.75841740534543,62.08468223338984,0.0,0.000251635260815583,4.0146711355138116e-05,0.00021148854946044488,3.0,999,Oracle_MIQP
Oracle_MIQP,43,90.328,3.442557136107933,3.46525710098918,1.0,313.77602531363226,267.7092646322737,0.0,0.0008605007151845503,0.00010797571169496003,0.0007525250034895902,5.0,999,Oracle_MIQP
Oracle_MIQP,44,84.623,-7.875507821998789,-7.848267864141296,1.0,456.7108810963078,350.84859020559327,0.0,0.0015393562458538962,0.00012602260614419952,0.0014133336397096968,6.0,999,Oracle_MIQP
Oracle_MIQP,45,88.277,-3.7157318585549732,-3.6975718866499747,1.0,271.9217864758938,213.55493637001229,0.0,0.0008848119673450631,7.84056764632277e-05,0.0008064062908818355,4.0,999,Oracle_MIQP
Oracle_MIQP,46,88.545,5.910340854689434,5.946660798499429,1.0,530.7542351333732,398.374069042753,0.0,0.0019167748834712046,0.00012645474922968482,0.0017903201342415196,8.0,999,Oracle_MIQP
Oracle_MIQP,47,91.085,0.780026614463043,0.7936465933917889,1.0,167.33989688576617,121.77082050845831,0.0,0.0005459009726540278,5.4219306105375114e-05,0.0004916816665486526,3.0,999,Oracle_MIQP
Oracle_MIQP,48,85.729,-6.9723111905717134,-6.940531239737978,1.0,472.03736176698754,365.61414320683406,0.0,0.0015975345265484542,0.0001333889016538348,0.0014641456248946194,7.0,999,Oracle_MIQP
Oracle_MIQP,49,86.391,-16.328246010401774,-16.30554604552053,1.0,324.54977545297567,256.97581505980173,0.0,0.0011556475358269038,9.013973462578525e-05,0.0010655078012011185,5.0,999,Oracle_MIQP
Oracle_MIQP,50,79.745,4.0786839297180855,4.110463880551816,1.0,367.5509000170106,271.18129211190694,0.0,0.0012268533443621004,0.00012857362025319534,0.001098279724108905,7.0,999,Oracle_MIQP
Oracle_MIQP,51,87.489,-0.39657460378185694,-0.3829546248531128,1.0,249.55981955009082,198.44119958723087,0.0,0.0007799326197476526,5.0303243263760545e-05,0.0007296293764838921,3.0,999,Oracle_MIQP
Oracle_MIQP,52,83.17,-8.60819831411726,-8.594578335188508,1.0,175.65034381082455,133.76908286264944,0.0,0.0005852029891579427,5.670898937477034e-05,0.0005284939997831723,3.0,999,Oracle_MIQP
Oracle_MIQP,53,84.878,-5.829542436784929,-5.811382464879931,1.0,281.7268109967615,205.9260978034655,0.0,0.0010088326623229366,8.340613857920671e-05,0.0009254265237437299,4.0,999,Oracle_MIQP
Oracle_MIQP,54,83.756,-2.8148520808175905,-2.805772094865093,1.0,103.05993985003026,65.99994844288314,0.0,0.00032788460024823173,3.290433651827173e-05,0.00029498026372996,2.0,999,Oracle_MIQP
Oracle_MIQP,55,90.588,-10.948164509138303,-10.920924551280814,1.0,420.2774911190436,283.60261826815156,0.0,0.0014181695760711798,9.740044557972441e-05,0.0013207691304914554,6.0,999,Oracle_MIQP
Oracle_MIQP,56,85.569,-7.599061823336704,-7.567281872502959,1.0,478.8466256155969,372.42523208970493,0.0,0.0014401878691371382,0.00014815893652917378,0.0012920289326079643,7.0,999,Oracle_MIQP
Oracle_MIQP,57,83.072,-6.446471370053347,-6.414691419219606,1.0,579.6096691751665,459.557031769316,0.0,0.0019184421154982015,0.0001515149059431911,0.0017669272095550107,7.0,999,Oracle_MIQP
Oracle_MIQP,58,85.07,-1.711150114294989,-1.6884501494137472,1.0,364.02107153824494,301.2066838456491,0.0,0.001193537329822565,9.373979237946561e-05,0.0010997975374430996,5.0,999,Oracle_MIQP
Oracle_MIQP,59,89.678,-17.869287139035578,-17.84204718117808,1.0,457.7535333480478,335.64750263648455,0.0,0.001391391129205948,0.00012533074036644203,0.001266060388839506,6.0,999,Oracle_MIQP
Oracle_MIQP,60,85.851,3.3778520711460684,3.400552036027312,1.0,439.3297207322834,379.91711393479557,0.0,0.001713025715494024,0.00010339014233169183,0.001609635573162332,5.0,7,Oracle_MIQP
Oracle_MIQP,61,86.779,-4.448247229824376,-4.416467278990638,1.0,425.03763038038755,309.30082054114115,0.0,0.0011347116683387073,0.00014011796099950574,0.0009945937073392015,7.0,7,Oracle_MIQP
Oracle_MIQP,62,87.373,-9.80617667662283,-9.774396725789101,1.0,453.0739775901786,342.09738271574184,0.0,0.0013747080020070418,0.0001353168089190601,0.0012393911930879819,7.0,7,Oracle_MIQP
Oracle_MIQP,63,84.058,-4.150474103255011,-4.145934110278762,1.0,84.35585905680223,54.99995703573595,0.0,0.0002764925327939337,1.527679163610473e-05,0.00026121574115782893,1.0,7,Oracle_MIQP
Oracle_MIQP,64,86.184,-2.122664276742455,-2.1045043048374596,1.0,229.520236171869,170.54559295210126,0.0,0.0007546325514326635,5.759810314566044e-05,0.000697034448287003,4.0,7,Oracle_MIQP
Oracle_MIQP,65,89.6,-4.320124004810764,-4.29742403992952,1.0,479.4066199326307,375.28929587947493,0.0,0.0016168774598000844,0.00010778991009660441,0.0015090875497034799,5.0,7,Oracle_MIQP
Oracle_MIQP,66,87.85,-1.873584327904913,-1.8554243559999177,1.0,304.78979806795877,234.40927149814829,0.0,0.0009009845746517286,6.868453654162402e-05,0.0008323000381101046,4.0,7,Oracle_MIQP
Oracle_MIQP,67,87.624,-3.801868628919994,-3.78824864999125,1.0,253.58213639225607,180.93468311121563,0.0,0.0007194279064230894,5.689063208765915e-05,0.0006625372743354303,3.0,7,Oracle_MIQP
Oracle_MIQP,68,86.956,-8.589912664162137,-8.562672706304644,1.0,323.57255378239006,253.8282491938488,0.0,0.0009919549717626241,0.00010454829380795796,0.0008874066779546663,6.0,7,Oracle_MIQP
Oracle_MIQP,69,88.199,-21.760233195342327,-21.732993237484834,1.0,355.9481216348659,252.2419677822449,0.0,0.0011908525293829542,0.00010624817540245485,0.0010846043539804995,6.0,7,Oracle_MIQP
Oracle_MIQP,70,84.846,-5.3039590646933075,-5.285799092788313,1.0,292.37323870045714,246.5033647594206,0.0,0.0007924276774013869,9.013537172554499e-05,0.0007022923056758419,4.0,7,Oracle_MIQP
Oracle_MIQP,71,95.27,-2.1570245128288317,-2.138864540923831,1.0,335.02978088225314,266.14410038411575,0.0,0.001171317000293103,7.790893261048069e-05,0.0010934080676826225,4.0,7,Oracle_MIQP
Oracle_MIQP,72,82.535,-9.212082151460036,-9.189382186578793,1.0,370.0817060400652,298.50895235903147,0.0,0.0012406898372773801,9.335009647673901e-05,0.0011473397408006411,5.0,7,Oracle_MIQP
Oracle_MIQP,73,93.916,-38.89030773720572,-38.858527786371965,1.0,407.2930795704799,298.5533482853311,0.0,0.001258272463861511,0.00012027048025557265,0.0011380019836059383,7.0,7,Oracle_MIQP
Oracle_MIQP,74,89.51,-3.7237600240815265,-3.7010600592002856,1.0,437.58072441962616,368.8752761801376,0.0,0.001193195771864549,0.00010957913877035637,0.0010836166330941927,5.0,7,Oracle_MIQP
Oracle_MIQP,75,91.534,-7.077603602630261,-7.059443630725269,1.0,198.47013803433134,147.24526952992292,0.0,0.0005402360576319293,4.8535871202454845e-05,0.0004917001864294745,4.0,7,Oracle_MIQP
Oracle_MIQP,76,91.47,-7.53673946023129,-7.518579488326296,1.0,285.6298023643852,211.25732247634957,0.0,0.001042930940370447,6.934155310379123e-05,0.0009735893872666559,4.0,7,Oracle_MIQP
Oracle_MIQP,77,93.934,-7.013576145040904,-6.995416173135912,1.0,318.0398238465172,262.4453820947879,0.0,0.0011147133122172965,8.39855811841935e-05,0.0010307277310331031,4.0,7,Oracle_MIQP
Oracle_MIQP,78,93.847,0.8069679451463222,0.8342079030038243,1.0,299.7245105625905,228.7124039715832,0.0,0.0010105033102729023,9.443829244763884e-05,0.000916065017825263,6.0,7,Oracle_MIQP
Oracle_MIQP,79,91.485,0.8946407351778892,0.9264206860116355,1.0,404.1091959528733,334.1996744382346,0.0,0.0014602384147606184,0.0001124082346049152,0.0013478301801557032,7.0,7,Oracle_MIQP
Oracle_MIQP,80,89.62,8.04870578493376,8.071405749815007,1.0,413.64154835203107,350.1007322361044,0.0,0.0013484696552673488,0.00010946265794036642,0.0012390069973269822,5.0,89,Oracle_MIQP
Oracle_MIQP,81,88.378,-3.3826950066208035,-3.3599950417395554,1.0,373.6565972796188,304.5782800912562,0.0,0.0014306157055748083,0.00010548424971775633,0.001325131455857052,5.0,89,Oracle_MIQP
Oracle_MIQP,82,86.871,-2.9472716454122962,-2.9336516664835504,1.0,152.27723794906262,117.39552160447471,0.0,0.00040290394389416154,5.087710127385617e-05,0.00035202684262030537,3.0,89,Oracle_MIQP
Oracle_MIQP,83,86.059,-11.248331514199768,-11.221091556342273,1.0,435.44150056197213,360.28668747650715,0.0,0.001600699076482103,0.0001292760134375555,0.0014714230630445474,6.0,89,Oracle_MIQP
Oracle_MIQP,84,63.473,1.2079767452361532,1.230676710117395,1.0,314.399789475106,256.2506261712823,0.0,0.0011276893804643873,7.104165556556658e-05,0.0010566477248988204,5.0,89,Oracle_MIQP
Oracle_MIQP,85,92.517,-8.990138439046067,-8.967438474164833,1.0,422.9597035465778,311.4113729475864,0.0,0.0014005231544793838,9.52990188669e-05,0.001305224135612484,5.0,89,Oracle_MIQP
Oracle_MIQP,86,97.951,-15.49893417079075,-15.48077419888575,1.0,272.68809169474457,210.21249400359818,0.0,0.0009579118100078668,7.846742329722657e-05,0.0008794443867106401,4.0,89,Oracle_MIQP
Oracle_MIQP,87,89.278,-3.790479789302629,-3.7768598103738844,1.0,155.4948461163843,98.9999226643247,0.0,0.00043375568377525866,4.349341023717058e-05,0.00039026227353808807,3.0,89,Oracle_MIQP
Oracle_MIQP,88,90.654,-7.89370402565193,-7.884624039699434,1.0,51.25000023497786,27.499978517867973,0.0,0.00010895379507622416,2.5674232306378058e-05,8.32795627698461e-05,2.0,89,Oracle_MIQP
Oracle_MIQP,89,87.056,10.996120133983778,11.036980070770014,1.0,568.5023933806888,424.0085318460241,0.0,0.002091384577969883,0.00015940111773118877,0.0019319834602386943,9.0,89,Oracle_MIQP
Oracle_MIQP,90,87.834,-4.5597012000981065,-4.546081221169359,1.0,235.04320482172201,186.813069562414,0.0,0.0005362244853246072,7.49864397389311e-05,0.0004612380455856761,3.0,89,Oracle_MIQP
Oracle_MIQP,91,87.07,-3.2281446003350895,-3.1963646495013496,1.0,381.3032815298578,265.25440823809663,0.0,0.0011957095099260598,0.00013529151235491414,0.0010604179975711458,7.0,89,Oracle_MIQP
Oracle_MIQP,92,86.027,-6.825707116752317,-6.81208713782357,1.0,175.54456827129297,128.16638347439024,0.0,0.0006099812125187844,5.994108929361172e-05,0.0005500401232251726,3.0,89,Oracle_MIQP
Oracle_MIQP,93,87.106,-3.2035051180561736,-3.171725167222436,1.0,348.31000145324197,222.60316978875213,0.0,0.0011245870829410074,0.00011241843433007029,0.001012168648610937,7.0,89,Oracle_MIQP
Oracle_MIQP,94,88.959,-0.7840533515077667,-0.7658933796027662,1.0,271.15490278032166,201.21087353619163,0.0,0.0008776532170977928,7.028691993957661e-05,0.0008073662971582161,4.0,89,Oracle_MIQP
Oracle_MIQP,95,82.959,-7.553142470081152,-7.539522491152402,1.0,241.1219205389287,192.4998496250758,0.0,0.0008062236880377787,6.685765931155568e-05,0.000739366028726223,3.0,89,Oracle_MIQP
Oracle_MIQP,96,85.211,-17.35227264596296,-17.32049269512921,1.0,523.37425643994,425.73642573165483,0.0,0.0017019054250393911,0.00014585958734090115,0.00155604583769849,7.0,89,Oracle_MIQP
Oracle_MIQP,97,85.548,-18.189154955602852,-18.161914997745356,1.0,352.0531797454242,242.37432191105393,0.0,0.0011570714852913164,9.193242723760925e-05,0.001065139058053707,6.0,89,Oracle_MIQP
Oracle_MIQP,98,84.754,-0.3168170459892369,-0.29865707408424275,1.0,301.7298453286493,241.4630691965823,0.0,0.0008910171758011076,9.251459256801313e-05,0.0007985025832330945,4.0,89,Oracle_MIQP
Oracle_MIQP,99,90.954,-5.91918190400559,-5.882861960195605,1.0,427.9761346528362,326.77452504665786,0.0,0.0014502047593446296,0.00012241661163070553,0.0013277881477139239,8.0,89,Oracle_MIQP
