episode,exec_time_s,reward_total,total_profit_cost,user_satisfaction,energy_charged_kwh,energy_discharged_kwh,transformer_overload_kwh,battery_degradation,battery_deg_calendar,battery_deg_cyclic,total_ev_served,seed,phase
0,2.485,6.559917274862528,18.51322507634159,0.3866428571428571,55.99989075155515,170.7945551023247,0.0,0.0003995003767126924,4.46340655004471e-05,0.0003548663112122453,4.0,42,Proxy_M2
1,2.337,-4.644088098779321,8.414319547694745,0.4842619047619048,85.48987093966161,160.455253968408,0.0,0.0003544990593285388,4.06428001365603e-05,0.0003138562591919785,4.0,42,Proxy_M2
2,2.386,12.001317366957664,14.99238117387589,0.4798571428571428,59.438232339955505,126.44999999999999,0.0,0.00032390896045374017,2.870216170340913e-05,0.000295206798750331,3.0,42,Proxy_M2
3,2.426,39.554508090019226,85.9373645395579,0.31639999999999996,92.3975456341609,273.6624472529582,0.0,0.0006381331693638333,6.0860019457656864e-05,0.0005772731499061766,5.0,42,Proxy_M2
4,2.419,75.16481739282608,105.67103237028138,0.35522448979591836,110.45730781805378,310.31991879848874,0.0,0.0006957619299444591,6.490532794923457e-05,0.0006308566019952246,7.0,42,Proxy_M2
5,2.38,32.903195559978485,77.6616055920297,0.24994285714285716,32.380933999262794,244.6082664710429,0.0,0.0005284836198825404,4.698363273823128e-05,0.0004814999871443092,5.0,42,Proxy_M2
6,2.352,48.45334331691265,66.48916242681628,0.3455714285714286,47.82948839490416,174.09817226409996,0.0,0.00037148496151139253,3.547190963329323e-05,0.0003360130518780993,4.0,42,Proxy_M2
7,2.435,8.417340986430645,14.326929799905301,0.47685714285714287,111.87103804137962,186.7954490038352,0.0,0.0005182579331152455,4.0611200714399583e-05,0.0004776467324008459,3.0,42,Proxy_M2
8,2.313,-6.230336803942919,9.93202505407838,0.4690476190476191,138.962485486196,259.0660815396899,0.0,0.0006397002228642579,5.456325945774664e-05,0.0005851369634065112,6.0,42,Proxy_M2
9,2.361,-0.487616203725338,16.10034960559361,0.4430285714285714,83.27273935114818,202.21,0.0,0.0005039919016297883,4.637936318874722e-05,0.00045761253844104103,5.0,42,Proxy_M2
10,2.386,2.762030817568302,5.330009541474741,0.46071428571428574,34.405568092799854,82.14,0.0,0.0001928197480178815,1.8983130841728383e-05,0.00017383661717615311,2.0,42,Proxy_M2
11,2.377,-9.431608568876982,8.697961048360856,0.3740571428571428,70.76965610035984,192.50295103623006,0.0,0.00041761133779399994,5.0969694345300785e-05,0.0003666416434486992,5.0,42,Proxy_M2
12,2.424,27.846567653119564,59.21834798194986,0.3955714285714285,155.25800316675844,346.9695074871627,0.0,0.0008244483611694032,7.013786139142107e-05,0.0007543104997779821,7.0,42,Proxy_M2
13,2.403,2.5478526083752513,6.715207064084235,0.5175714285714286,109.32527765014696,184.31945802686522,0.0,0.00048745253273694146,4.5379439625413934e-05,0.0004420730931115275,4.0,42,Proxy_M2
14,2.409,15.634323135018349,21.274786707662244,0.46008571428571426,94.9242761757761,238.55569433668376,0.0,0.0005568869819586846,3.9076990199569587e-05,0.0005178099917591151,5.0,42,Proxy_M2
