algorithm,episode,exec_time_s,reward_total,total_profit_cost,user_satisfaction,energy_charged_kwh,energy_discharged_kwh,transformer_overload_kwh,battery_degradation,battery_deg_calendar,battery_deg_cyclic,total_ev_served,seed,phase
TD3_Phase1,0,5.148,6.559917274862528,18.51322507634159,0.3866428571428571,55.99989075155515,170.7945551023247,0.0,0.0003995003767126924,4.46340655004471e-05,0.0003548663112122453,4.0,42,Phase1_HP_only
TD3_Phase1,1,5.09,-4.644088098779321,8.414319547694745,0.4842619047619048,85.48987093966161,160.455253968408,0.0,0.0003544990593285388,4.06428001365603e-05,0.0003138562591919785,4.0,42,Phase1_HP_only
TD3_Phase1,2,5.051,12.001317366957664,14.99238117387589,0.4798571428571428,59.438232339955505,126.44999999999999,0.0,0.00032390896045374017,2.870216170340913e-05,0.000295206798750331,3.0,42,Phase1_HP_only
TD3_Phase1,3,4.602,39.554508090019226,85.9373645395579,0.31639999999999996,92.3975456341609,273.6624472529582,0.0,0.0006381331693638333,6.0860019457656864e-05,0.0005772731499061766,5.0,42,Phase1_HP_only
TD3_Phase1,4,5.006,75.16481739282608,105.67103237028138,0.35522448979591836,110.45730781805378,310.31991879848874,0.0,0.0006957619299444591,6.490532794923457e-05,0.0006308566019952246,7.0,42,Phase1_HP_only
TD3_Phase1,5,4.756,32.903195559978485,77.6616055920297,0.24994285714285716,32.380933999262794,244.6082664710429,0.0,0.0005284836198825404,4.698363273823128e-05,0.0004814999871443092,5.0,42,Phase1_HP_only
TD3_Phase1,6,5.236,48.45334331691265,66.48916242681628,0.3455714285714286,47.82948839490416,174.09817226409996,0.0,0.00037148496151139253,3.547190963329323e-05,0.0003360130518780993,4.0,42,Phase1_HP_only
TD3_Phase1,7,5.099,8.417340986430645,14.326929799905301,0.47685714285714287,111.87103804137962,186.7954490038352,0.0,0.0005182579331152455,4.0611200714399583e-05,0.0004776467324008459,3.0,42,Phase1_HP_only
TD3_Phase1,8,4.889,-6.230336803942919,9.93202505407838,0.4690476190476191,138.962485486196,259.0660815396899,0.0,0.0006397002228642579,5.456325945774664e-05,0.0005851369634065112,6.0,42,Phase1_HP_only
TD3_Phase1,9,4.939,-0.487616203725338,16.10034960559361,0.4430285714285714,83.27273935114818,202.21,0.0,0.0005039919016297883,4.637936318874722e-05,0.00045761253844104103,5.0,42,Phase1_HP_only
TD3_Phase1,10,5.228,2.762030817568302,5.330009541474741,0.46071428571428574,34.405568092799854,82.14,0.0,0.0001928197480178815,1.8983130841728383e-05,0.00017383661717615311,2.0,42,Phase1_HP_only
TD3_Phase1,11,4.988,-9.431608568876982,8.697961048360856,0.3740571428571428,70.76965610035984,192.50295103623006,0.0,0.00041761133779399994,5.0969694345300785e-05,0.0003666416434486992,5.0,42,Phase1_HP_only
TD3_Phase1,12,5.386,27.846567653119564,59.21834798194986,0.3955714285714285,155.25800316675844,346.9695074871627,0.0,0.0008244483611694032,7.013786139142107e-05,0.0007543104997779821,7.0,42,Phase1_HP_only
TD3_Phase1,13,4.738,2.5478526083752513,6.715207064084235,0.5175714285714286,109.32527765014696,184.31945802686522,0.0,0.00048745253273694146,4.5379439625413934e-05,0.0004420730931115275,4.0,42,Phase1_HP_only
TD3_Phase1,14,4.865,15.634323135018349,21.274786707662244,0.46008571428571426,94.9242761757761,238.55569433668376,0.0,0.0005568869819586846,3.9076990199569587e-05,0.0005178099917591151,5.0,42,Phase1_HP_only
TD3_Phase1,15,5.441,8.471624866127968,12.107656361477828,0.5439999999999999,198.41431429018843,301.74566861753806,0.0,0.0007902851272662832,6.626641011044856e-05,0.0007240187171558345,6.0,42,Phase1_HP_only
TD3_Phase1,16,4.999,-3.075624883233104,0.8684440423800847,0.51675,162.57059600152886,241.06312792866572,0.0,0.0006271057041805151,4.9532384554174026e-05,0.0005775733196263411,4.0,42,Phase1_HP_only
TD3_Phase1,17,5.021,23.692549716681242,58.21148862470697,0.3374761904761905,78.73309917011605,263.99472262820575,0.0,0.0005951269844490413,6.887101421244291e-05,0.0005262559702365984,6.0,42,Phase1_HP_only
TD3_Phase1,18,4.74,31.89692960679531,44.39995334378531,0.4136190476190476,113.26959548043439,274.3476848888224,0.0,0.0006539276795245799,5.839426298464408e-05,0.0005955334165399359,6.0,42,Phase1_HP_only
TD3_Phase1,19,5.487,-6.839436963200569,0.07510665767274616,0.4596190476190476,63.18787389015306,136.5176094136522,0.0,0.0003362926638514066,3.9163558136571524e-05,0.0002971291057148351,3.0,42,Phase1_HP_only
TD3_Phase1,20,4.913,11.322325992397964,36.34765148479645,0.35633333333333334,118.3577658947212,316.2266152737751,0.0,0.0007550465725959964,7.094529405102822e-05,0.0006841012785449682,6.0,123,Phase1_HP_only
TD3_Phase1,21,5.043,11.20059521868825,17.679750511349276,0.4393571428571429,67.03047710416723,164.16307137687124,0.0,0.0003864393651176279,4.218764876303335e-05,0.0003442517163545945,4.0,123,Phase1_HP_only
TD3_Phase1,22,5.132,1.8000592291355133,8.2755690187491,0.27371428571428574,4.147499581772132,36.89,0.0,7.62473698576132e-05,1.0064730337436643e-05,6.618263952017656e-05,1.0,123,Phase1_HP_only
TD3_Phase1,23,5.025,6.604124620556831,23.636239574157877,0.33775,36.259610702847425,165.8361289165328,0.0,0.0003809452952589331,4.251857693369217e-05,0.00033842671832524094,4.0,123,Phase1_HP_only
TD3_Phase1,24,4.846,-1.8047686970094219,11.910175291926368,0.4300000000000001,185.78940121737253,369.40694029742383,0.0,0.0008893008600423925,7.894557755722412e-05,0.0008103552824851685,7.0,123,Phase1_HP_only
TD3_Phase1,25,4.966,0.2928379327058792,36.49713282195064,0.3635952380952381,89.02061563919372,319.48640878833885,0.0,0.0007475070329510547,6.453754992423202e-05,0.0006829694830268228,7.0,123,Phase1_HP_only
TD3_Phase1,26,5.085,-2.9732880075462162,2.5739065613020338,0.48928571428571427,116.3149096595613,189.26754372627155,0.0,0.00046715253188770774,4.451969929298177e-05,0.0004226328325947259,4.0,123,Phase1_HP_only
TD3_Phase1,27,5.225,31.726101586595178,59.635593886308385,0.38826530612244897,106.16324999227565,297.8413596838495,0.0,0.0006639047319586705,6.0145095501362265e-05,0.0006037596364573081,7.0,123,Phase1_HP_only
TD3_Phase1,28,4.739,13.675540085881948,34.32715168166476,0.4531020408163266,217.6208623198239,407.6081235668124,0.0,0.0010039664863895602,0.0001018365543432323,0.0009021299320463278,8.0,123,Phase1_HP_only
TD3_Phase1,29,5.281,0.5705930721014738,2.88239501682705,0.3767142857142857,11.344406246130639,27.37,0.0,5.634626211836469e-05,1.0669971997608937e-05,4.5676290120755756e-05,1.0,123,Phase1_HP_only
TD3_Phase1,30,4.868,12.204221283085644,29.317334317595357,0.3456071428571429,72.22169664617388,212.03598960112203,0.0,0.00048435241213662817,5.2219237851533434e-05,0.00043213317428509484,5.0,123,Phase1_HP_only
TD3_Phase1,31,4.652,12.140923961997032,29.743169670952696,0.39608571428571426,80.37026560266948,214.9779862995003,0.0,0.0005126735196068429,5.5833556240030265e-05,0.0004568399633668126,5.0,123,Phase1_HP_only
TD3_Phase1,32,4.738,-8.301020241342485,16.042611781588363,0.33535714285714285,71.38748555162287,167.3300542874288,0.0,0.0003568729021566706,4.502486585363442e-05,0.00031184803630303625,4.0,123,Phase1_HP_only
TD3_Phase1,33,4.749,7.860648296773434,40.58876077227993,0.363125,162.91477624872977,386.12796946626145,0.0,0.0008733921498867728,8.057115017589631e-05,0.0007928209997108764,8.0,123,Phase1_HP_only
TD3_Phase1,34,4.805,49.43926905840635,80.63705379612776,0.3250857142857143,39.96608857979315,195.5903633390195,0.0,0.00043488481612252586,5.7116869178617304e-05,0.0003777679469439085,5.0,123,Phase1_HP_only
TD3_Phase1,35,4.778,15.761267598718405,23.28393162595494,0.47842857142857137,143.597061171443,264.7945753855104,0.0,0.0006216620517401978,6.87683731368238e-05,0.000552893678603374,7.0,123,Phase1_HP_only
TD3_Phase1,36,5.01,5.359795309603214,21.395579404180353,0.328,46.98890335338129,155.4746081974897,0.0,0.0003614036360254232,3.127432588393207e-05,0.0003301293101414912,3.0,123,Phase1_HP_only
TD3_Phase1,37,4.953,0.6805442571640015,4.083459694630772,0.5759285714285715,217.37969253250526,306.6550327438793,0.0,0.0008480499720436716,6.994492261999937e-05,0.0007781050494236723,6.0,123,Phase1_HP_only
TD3_Phase1,38,5.031,17.54823887348175,27.679035666453043,0.39494285714285715,78.7003469216697,216.1089327114041,0.0,0.0004904115167486904,4.9111535421389216e-05,0.00044129998132730113,5.0,123,Phase1_HP_only
TD3_Phase1,39,5.007,6.467397600412369,36.08357990426778,0.3413095238095238,67.61859841997885,258.06874895175736,0.0,0.0005814950108212274,5.132076009844265e-05,0.0005301742507227848,6.0,123,Phase1_HP_only
TD3_Phase1,40,4.736,2.8471895400434732,7.910997026226352,0.5697142857142857,184.05578339938438,280.73335285415715,0.0,0.0008036576351056399,7.557495392004329e-05,0.0007280826811855968,6.0,999,Phase1_HP_only
TD3_Phase1,41,5.077,75.9092024564743,107.67477352483075,0.3487755102040816,120.45476050496717,332.8172005529489,0.0,0.0007598380997241311,6.088599042953443e-05,0.0006989521092945966,7.0,999,Phase1_HP_only
TD3_Phase1,42,5.099,-6.617523223161697,9.466197805287635,0.3953214285714285,65.83527890850594,158.7138293775621,0.0,0.00037453273112978005,4.5783722891173224e-05,0.0003287490082386069,4.0,999,Phase1_HP_only
TD3_Phase1,43,4.966,-10.003924513235688,-2.7397434945923793,0.40225,66.55582063730742,149.83453428041497,0.0,0.0003436240708543734,4.7558793573545535e-05,0.0002960652772808279,4.0,999,Phase1_HP_only
TD3_Phase1,44,5.146,-0.3580723956692964,3.929951438357769,0.43414285714285716,69.64002642006989,122.8906071718488,0.0,0.00028027749593125575,3.1987825529823094e-05,0.00024828967040143267,3.0,999,Phase1_HP_only
TD3_Phase1,45,4.961,2.118555116467178,5.393357284090775,0.562673469387755,273.4930868008499,385.0706995830453,0.0,0.0010656187047637226,9.25027013505094e-05,0.0009731160034132132,7.0,999,Phase1_HP_only
TD3_Phase1,46,4.498,-10.738362322677858,24.809080398519882,0.2854285714285715,140.60811915022404,320.0327738914421,0.0,0.000679859959657752,5.0406610179488416e-05,0.0006294533494782636,5.0,999,Phase1_HP_only
TD3_Phase1,47,5.564,-15.417624410241842,11.984403790346914,0.4521607142857143,227.3427220372617,384.4394492531012,0.0,0.000944785515552196,9.159570657951927e-05,0.0008531898089726767,8.0,999,Phase1_HP_only
TD3_Phase1,48,5.236,-14.415253048762679,7.7581553989664975,0.3765476190476191,94.22058383723068,280.7962706651919,0.0,0.0006448442294546298,6.728602177292907e-05,0.0005775582076817005,6.0,999,Phase1_HP_only
TD3_Phase1,49,5.187,-8.82744400948286,13.09274187299718,0.4777551020408164,161.04567935058515,309.57445838668275,0.0,0.0008271408392213364,7.461980127254182e-05,0.0007525210379487946,7.0,999,Phase1_HP_only
TD3_Phase1,50,4.8,96.70152828097343,156.6333282884767,0.2916964285714286,65.26245936185316,367.54539078046577,0.0,0.0008000577777087265,8.956109529228743e-05,0.000710496682416439,8.0,999,Phase1_HP_only
TD3_Phase1,51,5.034,26.27581435441971,54.290057357584374,0.2779642857142857,28.04359305612831,183.382883443633,0.0,0.0004038642814922284,4.083028834806721e-05,0.00036303399314416117,4.0,999,Phase1_HP_only
TD3_Phase1,52,5.125,-16.832740990445018,2.4284821924733464,0.4934693877551021,229.59417068102428,326.10313485128,0.0,0.0008601637577636528,6.508144170396652e-05,0.0007950823160596863,7.0,999,Phase1_HP_only
TD3_Phase1,53,4.999,-19.5540545398253,8.562134087069792,0.39300000000000007,271.5351211423482,465.154138402423,0.0,0.0013077294502447162,0.00010362151490628825,0.0012041079353384279,7.0,999,Phase1_HP_only
TD3_Phase1,54,5.071,28.46281088422984,57.3364850995711,0.3603877551020408,113.12554427887054,334.64366518280264,0.0,0.0007852918380850908,7.793415440052344e-05,0.0007073576836845674,7.0,999,Phase1_HP_only
TD3_Phase1,55,5.371,-15.001294082088862,-0.5513427027103858,0.6021666666666667,293.13005820733156,374.9568700746295,0.0,0.001100870663737528,8.934483618561935e-05,0.0010115258275519086,6.0,999,Phase1_HP_only
TD3_Phase1,56,5.013,-5.671129977068631,-3.5059409883113495,0.5315000000000001,106.81978371608218,150.90222591361356,0.0,0.0004026536798703681,4.4445701170717095e-05,0.0003582079786996511,4.0,999,Phase1_HP_only
TD3_Phase1,57,4.874,0.19061920046806335,27.02673338634513,0.4071224489795919,118.064368410071,291.3698839557852,0.0,0.0006889592323306508,7.059128490989621e-05,0.0006183679474207546,7.0,999,Phase1_HP_only
TD3_Phase1,58,5.07,8.809726974461228,37.85367636167325,0.3576857142857143,63.08106870915514,198.8640690394729,0.0,0.0004372715269684972,5.426165958706166e-05,0.0003830098673814355,5.0,999,Phase1_HP_only
TD3_Phase1,59,4.966,17.338640302419662,50.02849323704861,0.3508571428571428,74.16419855506564,275.9333934285476,0.0,0.000629622679279085,6.58637605866076e-05,0.0005637589186924774,6.0,999,Phase1_HP_only
TD3_Phase1,60,5.304,-11.788012409000657,-0.9367381684798861,0.5271224489795918,329.2799765899312,463.177355655497,0.0,0.0013188401018494706,0.00010012440655109981,0.001218715695298371,7.0,7,Phase1_HP_only
TD3_Phase1,61,4.704,7.791686445474625,24.98702987449188,0.3117142857142857,30.589292051060745,148.21208075570934,0.0,0.00033271602895848913,3.061610830809107e-05,0.00030209992065039805,3.0,7,Phase1_HP_only
TD3_Phase1,62,4.435,0.21356141567230225,38.69695488344055,0.2375357142857143,24.213793161683697,198.95999999999998,0.0,0.0004328910555303982,4.6337660550362794e-05,0.0003865533949800354,4.0,7,Phase1_HP_only
TD3_Phase1,63,4.903,46.560452692210674,92.61252972993125,0.27469047619047615,52.270087278982686,269.0043541596453,0.0,0.0005861533485324495,6.0710325670506465e-05,0.000525443022861943,6.0,7,Phase1_HP_only
TD3_Phase1,64,5.184,6.274139538407326,14.673283932296215,0.37342857142857144,33.36256866570126,126.78844378605001,0.0,0.0002928638123080447,2.7199881940854723e-05,0.00026566393036719,3.0,7,Phase1_HP_only
TD3_Phase1,65,4.931,5.270417220890522,19.53150081307887,0.4478095238095238,165.21209625647506,316.07744659474065,0.0,0.0008443094040035343,6.458598902778117e-05,0.0007797234149757534,6.0,7,Phase1_HP_only
