episode,exec_time_s,reward_total,total_profit_cost,user_satisfaction,energy_charged_kwh,energy_discharged_kwh,transformer_overload_kwh,battery_degradation,battery_deg_calendar,battery_deg_cyclic,total_ev_served,seed,phase
0,5.848,3.8532036575488746,5.107083190946435,0.6955714285714286,15.508866009997783,44.21390854433966,0.0,0.00014061279878151584,8.259030882141844e-05,5.802248996009739e-05,4.0,42,Proxy_M2
1,5.333,1.3895016791066155,2.0006308364959455,0.6456666666666667,1.508685535424793,20.904273617019847,0.0,7.360190773630232e-05,5.493376027216587e-05,1.866814746413644e-05,4.0,42,Proxy_M2
2,6.304,13.140740405768156,17.964235303601317,0.5377619047619048,0.00293755816963448,55.1258286320236,0.0,0.00010984267023321585,4.537650846292703e-05,6.446616177028882e-05,3.0,42,Proxy_M2
3,6.071,21.583095613401383,34.89264948543657,0.6421428571428571,28.816889120840102,96.47928213776326,0.0,0.00027773624241221,0.00010699569571365665,0.00017074054669855338,5.0,42,Proxy_M2
4,5.697,12.792706049978733,36.77542946394644,0.6224081632653061,32.95549978056777,102.30711045483878,0.0,0.00027058721083656335,0.00010245038972974392,0.0001681368211068195,7.0,42,Proxy_M2
5,5.625,11.581049422966316,12.146130921681216,0.7834285714285715,19.128899181126307,45.14855087291675,0.0,0.0001531459748176973,8.958692959567979e-05,6.355904522201752e-05,5.0,42,Proxy_M2
6,5.863,-0.6015923712402582,-0.16836432003742807,0.8124285714285714,38.620908939002874,34.55333281129518,0.0,0.0001451775105564552,6.659732693863068e-05,7.858018361782451e-05,4.0,42,Proxy_M2
7,5.432,0.6356352441944182,1.1467648298583422,0.731904761904762,8.261645704568046,29.8263583113428,0.0,9.365241375156341e-05,5.612517172959529e-05,3.752724202196811e-05,3.0,42,Proxy_M2
8,5.87,-0.6404837011941709,1.5515199522420113,0.7271190476190476,18.111930587089592,30.350075049925792,0.0,0.00013602430882822712,9.284983888671147e-05,4.3174469941515644e-05,6.0,42,Proxy_M2
9,5.559,5.060029049869627,6.250036369126262,0.6641714285714286,3.214187468215271,45.23861751491034,0.0,0.00011945692145470565,7.694529945954665e-05,4.251162199515901e-05,5.0,42,Proxy_M2
10,6.304,2.2824031226336956,2.896033244198311,0.6114285714285714,0.0,26.781274427572107,0.0,5.673841366130727e-05,3.0271875441598054e-05,2.6466538219709215e-05,2.0,42,Proxy_M2
11,5.615,-0.3250535889528692,3.841733731159841,0.5908857142857143,3.1521661928978317,49.60338554998391,0.0,0.00012936825263296263,8.069777582671886e-05,4.867047680624375e-05,5.0,42,Proxy_M2
12,5.408,7.867237035185099,21.192233181227373,0.6309591836734694,23.230108103565353,100.12577439331558,0.0,0.00026157725029370203,0.0001119239466428023,0.00014965330365089975,7.0,42,Proxy_M2
13,6.444,0.32858009269693866,0.7979179967935464,0.7571071428571429,19.09684395830556,27.42382370796079,0.0,0.00012274526262911228,7.84158976947184e-05,4.432936493439388e-05,4.0,42,Proxy_M2
14,5.942,-0.907738306093961,-0.8241188773460645,0.8866285714285713,13.505617674595737,8.084880615976466,0.0,8.016707280431434e-05,6.470147107494427e-05,1.5465601729370068e-05,5.0,42,Proxy_M2
15,5.605,-10.099990269169211,4.1257685779102236,0.6948095238095239,33.12174432141684,73.70806039080367,0.0,0.0002491458052224811,0.00011225017552199444,0.00013689562970048663,6.0,42,Proxy_M2
16,6.344,0.5520821639802307,1.4517224847516543,0.6593571428571429,0.08014545496783154,38.972307108442415,0.0,0.00010778667867342384,7.17471996933194e-05,3.603947898010445e-05,4.0,42,Proxy_M2
17,5.488,12.101166926324368,21.033576736848264,0.5928571428571429,9.149218909024338,87.96396002600592,0.0,0.00022823858283938333,0.00012070770176318552,0.00010753088107619782,6.0,42,Proxy_M2
18,5.508,13.053128845989704,17.38593324321307,0.6346190476190476,10.332138210722954,79.14746114891236,0.0,0.00018889218439397393,9.163182226174273e-05,9.726036213223116e-05,6.0,42,Proxy_M2
19,6.35,0.8775770161300898,1.1909437914746779,0.7689047619047619,19.487007968144454,28.149511427112756,0.0,0.00011991744941903539,7.246344805163754e-05,4.7454001367397837e-05,3.0,42,Proxy_M2
20,5.396,2.6200395333580673,15.011597996882404,0.6465714285714285,11.382790252052192,87.9110285533266,0.0,0.000232310237141568,0.0001223489139853635,0.00010996132315620451,6.0,123,Proxy_M2
21,5.327,1.186039368272759,3.016220198189685,0.7242142857142858,18.140807338153383,35.98708290058131,0.0,0.00012937714527180312,7.605058452005461e-05,5.33265607517485e-05,4.0,123,Proxy_M2
22,6.169,4.241422548890114,4.967176591266289,0.49257142857142855,0.0,17.578846917739284,0.0,3.422825734710181e-05,1.6927972472302198e-05,1.730028487479961e-05,1.0,123,Proxy_M2
23,6.015,7.651218563318253,9.918822320803551,0.6498214285714285,2.954241283015325,45.70003585004668,0.0,0.00011966398802084898,7.420266811536763e-05,4.546131990548135e-05,4.0,123,Proxy_M2
24,6.291,1.9139034302570508,3.39387664051895,0.7447755102040816,20.784609690826535,50.83915530376167,0.0,0.00020366266812442809,0.00013637804312153254,6.728462500289558e-05,7.0,123,Proxy_M2
25,6.552,7.583065457642078,8.552738366787288,0.7659404761904761,20.97533082076261,65.86576300271916,0.0,0.0002006002998671511,0.00011707998616665514,8.352031370049596e-05,7.0,123,Proxy_M2
26,5.842,-0.3885546145029366,0.5060014071701238,0.6954285714285714,15.818750743494261,31.43785838270489,0.0,0.00011517948436039405,7.078114437661173e-05,4.439833998378234e-05,4.0,123,Proxy_M2
27,5.622,10.598823805572465,22.86559047583593,0.6553469387755103,18.949321108010466,80.31128844034697,0.0,0.00019897136267083232,9.865646709451091e-05,0.00010031489557632145,7.0,123,Proxy_M2
28,5.66,4.05347139434889,6.665280685411187,0.7375306122448979,37.82527760008969,74.31273923232274,0.0,0.0003017843890387869,0.00018089849472397742,0.00012088589431480946,8.0,123,Proxy_M2
29,6.097,0.6871346794068813,1.592772741737424,0.4704285714285714,0.0,9.5890212500822,0.0,2.495978250828073e-05,1.6739791951696706e-05,8.219990556584025e-06,1.0,123,Proxy_M2
30,6.435,8.634437646716833,11.200299505872636,0.5869464285714285,2.3420652455882,63.00314027922099,0.0,0.00015105476783941466,8.250137192362229e-05,6.855339591579234e-05,5.0,123,Proxy_M2
31,6.081,8.487092170864344,9.777314807392894,0.6412571428571429,7.063275480452955,56.483867316409274,0.0,0.00015594562556218728,9.751271564565707e-05,5.843290991653019e-05,5.0,123,Proxy_M2
32,5.643,0.14193742373026907,1.4383880524480122,0.6510357142857143,14.707799499113097,22.683990462813014,0.0,0.00010997193827279683,7.756477232774241e-05,3.240716594505442e-05,4.0,123,Proxy_M2
33,5.761,-4.415588146308437,8.850692455460592,0.6801607142857142,25.723199230244447,72.1461732946736,0.0,0.0002447240951340746,0.00013382610939114304,0.00011089798574293153,8.0,123,Proxy_M2
34,5.844,9.266549534164369,18.121306826429198,0.6928857142857142,36.45882698835679,64.04464321442187,0.0,0.0002202321755946634,0.00010722691344872549,0.00011300526214593791,5.0,123,Proxy_M2
35,6.253,-5.350480402994435,-3.6577828187456616,0.7722857142857142,49.71806116985138,27.465392927342442,0.0,0.00019443831739056024,0.0001220101281007246,7.242818928983564e-05,7.0,123,Proxy_M2
36,6.132,5.6840733252465725,7.414716263540837,0.7195238095238095,7.776880413171341,34.410722676003196,0.0,0.00010974803233180773,5.584212300425069e-05,5.3905909327557046e-05,3.0,123,Proxy_M2
37,5.732,3.387314051389694,5.530120694602719,0.6356904761904763,0.07532342551954896,64.7001620912576,0.0,0.00016619920462485294,0.00010489885723249552,6.130034739235743e-05,6.0,123,Proxy_M2
38,5.627,6.696742635220289,8.173218926665358,0.6794857142857144,18.48930637159111,56.71986963124539,0.0,0.00016566002619934555,8.933818988708042e-05,7.632183631226516e-05,5.0,123,Proxy_M2
