algorithm,episode,exec_time_s,reward_total,total_profit_cost,user_satisfaction,energy_charged_kwh,energy_discharged_kwh,transformer_overload_kwh,battery_degradation,battery_deg_calendar,battery_deg_cyclic,total_ev_served,seed,phase
SAC_Phase1,0,5.16,12.090832069516182,15.505890985875132,0.48732142857142857,0.0,87.11489486372919,0.0,0.00016631709369895279,7.248977745287236e-05,9.382731624608042e-05,4.0,42,Phase1_HP_only
SAC_Phase1,1,4.877,4.302053149789572,5.982037144778141,0.5566190476190477,0.0,49.95101507526621,0.0,9.696274103439336e-05,5.1877820687474906e-05,4.508492034691846e-05,4.0,42,Phase1_HP_only
SAC_Phase1,2,5.044,21.50709418952465,30.104758641571472,0.36823809523809525,0.04833114573440267,90.78861619580216,0.0,0.00015688767261376853,3.950763798089999e-05,0.00011738003463286853,3.0,42,Phase1_HP_only
SAC_Phase1,3,5.108,64.89415442943573,111.16388152199308,0.2468285714285714,0.0,206.07176655052092,0.0,0.0003922593357955111,7.331489047507372e-05,0.00031894444532043736,5.0,42,Phase1_HP_only
SAC_Phase1,4,4.795,79.76237773895264,136.04620802725492,0.27255102040816326,0.0,240.904290708564,0.0,0.0004182647467217683,7.850772777374903e-05,0.00033975701894801925,7.0,42,Phase1_HP_only
SAC_Phase1,5,5.09,48.29255612194538,79.36852405496963,0.2982857142857143,0.0,195.93917598546207,0.0,0.0003637899635990891,6.324840435872653e-05,0.0003005415592403625,5.0,42,Phase1_HP_only
SAC_Phase1,6,4.821,50.32767978310585,84.40627637156882,0.256,0.0,151.74218693401096,0.0,0.0002738163623146472,4.379480457865977e-05,0.00023002155773598743,4.0,42,Phase1_HP_only
SAC_Phase1,7,5.144,6.785152792930603,8.693937925490783,0.5373809523809524,0.3508442115811483,62.78160405272971,0.0,0.00012557038788110834,5.5054378431693756e-05,7.051600944941457e-05,3.0,42,Phase1_HP_only
SAC_Phase1,8,4.867,7.23816460557282,9.57108338921563,0.5606666666666666,0.0,82.10148072942432,0.0,0.00016515524849439355,8.52268822898827e-05,7.992836620451086e-05,6.0,42,Phase1_HP_only
SAC_Phase1,9,5.091,9.513131922110915,11.50669540673243,0.5634571428571429,1.9928838027822893,79.27161455079889,0.0,0.00015566932538138497,7.280505070906607e-05,8.286427467231892e-05,5.0,42,Phase1_HP_only
